SERVICE_NAME|SERVICE_NUMBER|ODP_PANEL|PORT_NAME
34030142_172405203448_INTERNET|172405203448|ODP-BLI-FQ/56 FQ/D04/56.01-PANEL01|ODP-BLI-FQ/56 FQ/D04/56.01-PANEL01-1
