SERVICE_NAME|SERVICE_NUMBER|ODP_PANEL|PORT_NAME
39659902_172405802665_INTERNET|172405802665|ODP-BLI-FQ/57 FQ/D04/57.01-PANEL01|ODP-BLI-FQ/57 FQ/D04/57.01-PANEL01-4
