SERVICE_NAME|SERVICE_NUMBER|ODP_PANEL|PORT_NAME
39257421_172405802619_INTERNET|172405802619|ODP-BLI-FAA/16 FAA/D05/16.01-PANEL01|ODP-BLI-FAA/16 FAA/D05/16.01-PANEL01-8
