SERVICE_NAME|SERVICE_NUMBER|ODP_PANEL|PORT_NAME
42869047_172405803776_INTERNET, 42869047_172405803776_IPTV|172405803776|ODP-BLI-FQ/62 FQ/D05/62.01-PANEL01|ODP-BLI-FQ/62 FQ/D05/62.01-PANEL01-2
