SERVICE_NAME|SERVICE_NUMBER|ODP_PANEL|PORT_NAME
30690929_172405206489_INTERNET|172405206489|ODP-BLI-FN/07 FN/D01/03.7-FR_1641781-PANEL-01|ODP-BLI-FN/07 FN/D01/03.7-PANEL-01-3
