SERVICE_NAME|SERVICE_NUMBER|ODP_PANEL|PORT_NAME
35055777_172405203647_IPTV, 35055777_172405203647_INTERNET|172405203647|ODP-BLI-FQ/57 FQ/D04/57.01-PANEL01|ODP-BLI-FQ/57 FQ/D04/57.01-PANEL01-3
