SERVICE_NAME|SERVICE_NUMBER|ODP_PANEL|PORT_NAME
39011441_172405800902_INTERNET|172405800902|ODP-BLI-FD/21 FD/D02/21.01-PANEL01|ODP-BLI-FD/21 FD/D02/21.01-PANEL01-6
