SERVICE_NAME|SERVICE_NUMBER|ODP_PANEL|PORT_NAME
35704515_172405203841_INTERNET|172405203841|ODP-BLI-FQ/57 FQ/D04/57.01-PANEL01|ODP-BLI-FQ/57 FQ/D04/57.01-PANEL01-2
