SERVICE_NAME|SERVICE_NUMBER|ODP_PANEL|PORT_NAME
35052863_172405203508_INTERNET|172405203508|ODP-BLI-FF/04 FF/D01/08.04-FR_1726501-PANEL01|ODP-BLI-FF/04 FF/D01/08.04-PANEL01-2
