"SERVICE_NAME"|"SERVICE_NUMBER"|"ODP_PANEL"|"PORT_NAME"
"41495207_172405803462_INTERNET, 41495207_172405803462_IPTV"|"172405803462"|"ODP-BLI-FR/42 FR/D01/42.01-PANEL01"|"ODP-BLI-FR/42 FR/D01/42.01-PANEL01-4"
