"SERVICE_NAME"|"SERVICE_NUMBER"|"ODP_PANEL"|"PORT_NAME"
"40977674_172405803230_INTERNET, 40977674_172405803230_IPTV"|"172405803230"|"ODP-BLI-FR/56 FR/D05/56.01-PANEL01"|"ODP-BLI-FR/56 FR/D05/56.01-PANEL01-2"
