SERVICE_NAME|SERVICE_NUMBER|ODP_PANEL|PORT_NAME
34911206_172405203617_IPTV, 34911206_172405203617_INTERNET|172405203617|ODP-BLI-FF/08 FF/D01/04.08-FR_1726505-PANEL01|ODP-BLI-FF/08 FF/D01/04.08-PANEL01-3
