SERVICE_NAME|SERVICE_NUMBER|ODP_PANEL|PORT_NAME
39905284_172405802812_INTERNET, 39905284_172405802812_IPTV|172405802812|ODP-BLI-FF/05 FF/D01/07.05-FR_1726502-PANEL01|ODP-BLI-FF/05 FF/D01/07.05-PANEL01-7
