SERVICE_NAME|SERVICE_NUMBER|ODP_PANEL|PORT_NAME
40857296_172405803178_INTERNET, 40857296_172405803178_IPTV|172405803178|ODP-BLI-FF/21 FF/D03/21.01-PANEL01|ODP-BLI-FF/21 FF/D03/21.01-PANEL01-1
