"SERVICE_NAME"|"SERVICE_NUMBER"|"ODP_PANEL"|"PORT_NAME"
"39976861_172405802648_INTERNET"|"172405802648"|"ODP-BLI-FR/42 FR/D01/42.01-PANEL01"|"ODP-BLI-FR/42 FR/D01/42.01-PANEL01-5"
