SERVICE_NAME|SERVICE_NUMBER|ODP_PANEL|PORT_NAME
41407655_172405803315_INTERNET, 41407655_172405803315_IPTV|172405803315|ODP-BLI-FAB/12 FAB/D02/12.01-PANEL01|ODP-BLI-FAB/12 FAB/D02/12.01-PANEL01-3
