SERVICE_NAME|SERVICE_NUMBER|ODP_PANEL|PORT_NAME
41646814_172405803572_IPTV, 41646814_172405803572_INTERNET|172405803572|ODP-BLI-FF/22 FF/D03/22.01-PANEL01|ODP-BLI-FF/22 FF/D03/22.01-PANEL01-1
